"LOCATION","Country","FAMILY","Family type","HBTOPUPS","Include housing benefits","TYPE","Type of indicator","TIME","Year","Value","Flag Codes","Flags"
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2004","2004",3813,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",3940,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",4122,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",4249,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",4366,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",4492,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",4548,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",3866,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",3411,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",3207,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",3207,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",3207,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",3692,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",3750,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",3808,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2019","2019",3869,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",30,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",31,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",31,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",33,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",33,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",33,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",32,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",33,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",32,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",34,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",29,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",25,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",24,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",24,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",23,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",25,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",25,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",25,,
"PRT","Portugal","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",26,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2001","2001",102360,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2002","2002",105240,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2003","2003",94680,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2004","2004",53160,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",53160,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",59520,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",63240,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",64560,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",2381,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",2381,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",2381,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",2381,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",2381,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",2356,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",2356,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",2356,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",2356,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",2356,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","1","GMI amount, in national currency","2019","2019",2356,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2001","2001",66,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2002","2002",66,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2003","2003",55,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2004","2004",29,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",26,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",24,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",23,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",21,,
"SVK","Slovak Republic","1EARNERC","Couple without children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",23,,
